text_fi,text_sv
Terästehdas,Stålverk
Sijaintikunta,Belägenhetskommun
Henkilökohtaisten tulojen jaksottaminen,Periodisering av personlig inkomst
Luonnonarvojen vaaliminen,Värnandet av naturvärdena
Luonnonsuojelualueen perustaminen,Inrättandet av naturskyddsområde
Ammattikalastus,Yrkesfiske
Päätöksen perusteleminen,Beslutsmotivering
Tehdasalue,Industriområde
Menettelysäännös,Bestämmelse om förfarandet
Verovelvolliseksi hakeutuminen,Ansökan om att bli mervärdesskattskyldig
Yhteensovittamisvelvoite,Samordningsskyldighet
Passin myöntämisen este,Hinder för att bevilja pass
Potilaiden siirtokuljetukset,Patientförflyttning
Ajokiellon kesto,Körförbuds längd
Koenumerotodistus,Provnummerintyg
Aistinvarainen arviointi,Bedömning med hjälp av luktsinnet
Heikentämiskielto,Förbud mot försvagning
Sijoitustoimikunta,Placeringskommission
Läheisverkoston kartoittaminen,Kartläggning av barnets närståendenätverk
Palestiinalainen,Palestinier
Laitoshoito,Anstaltsvård
Kiinteistön haltija,Fastighetens innehavare
Jätehuollon viranomaistehtävät,Myndighetsuppgifter inom avfallshanteringen
Sijoituspaikka,Placering av verksamhet
Vakuutusmaksuvastuu,Premieansvar
Työnantajan kustantama koulutus,Utbildning som bekostas av arbetsgivaren
Elinkeinonharjoittaja,Näringsidkare
Toimeksiantosopimus,Uppdragsavtal
Kilpailuviraston menettelyn lainvastaisuutta koskevat valitusperusteet,Besvärsgrunder som gäller lagstridigheten av Konkurrensverkets förfarande
Lainsäädännön muutokset,Ändrad lagstiftning
Kiinteä yhteys,Fast anknytning
Ulkoista viestintää koskevat valmiuskortit,Beredskapskort som gäller extern kommunikation
Toiminta-alueen muuttamisen edellytykset,Förutsättningarna för ändring av verksamhetsområde
Kirkkoherran vaalin vaaliehdotus,Valförslag för kyrkoherdeval
Omaisuuden käytön valvonta,Tillsyn över användning av egendom
Pysäköinti,Parkering
Äänestyslippujen tarkastaminen tuomioistuimessa,Granskande av röstsedlarna i domstolen
Liikenteen järjestäminen,Ordnande av trafiken
Stipendi,Stipendium
Elämäntapa ja henkilökohtaiset ominaisuudet,Livsstil och personliga egenskaper
Lapsen mielipide,Barnets åsikt
Sitovuus,Bindande verkan
Paluu yleisesti verovelvolliseksi,Återgång till att vara allmänt skattskyldig
Toiminnan rajaaminen hakemuksesta poiketen,Begränsning av verksamheten på ett annat sätt än vad som angetts i ansökan
Tulon jaksotus,Periodisering av inkomster
Työntekijän oleskelulupa,Uppehållstillstånd för arbetstagare
Viitehintaryhmän muodostaminen,Bildande av referensprisgrupp
Lupahakemus,Tillståndsansökan
Luvan myöntämisen edellytykset,Förutsättningar för beviljandet av tillstånd
Ensimmäinen oleskelulupa,Uppehållstillstånd som sökts för första gången
Paliskuntain yhdistyksen toimivalta,Renbeteslagsföreningens behörighet
Ulkomainen leasingauto,Utländsk leasingbil
Lapsen oikeudet,Barnets rättigheter
Luonnonsuojelulain rajauspäätöksen johdosta maksettu korvaus,Ersättning som med stöd av naturvårdslagen betalts med anledning av ett beslut om förekomstgränser
Lähikoulu,Närskola
Valitusluvan tarve,Behov av besvärstillstånd
Vesistön muuttamiskielto,Förbud mot ändring av vattendrag
Ulkoilureitti,Friluftsled
Avustaja,Biträde
Ansiotulo,Förvärvsinkomst
Ennalta varautumisen periaate,Försiktighetsprincipen
Yleiskaavamääräykset,Generalplanebestämmelser
Hakemuksen kohdistaminen kuntaan,Riktande av ansökan till en kommun
Lääkelaki,Läkemedelslagen
Virantoimituspaikan muuttaminen,Ändring av tjänsteutövningsplats
Henkilökohtainen avustaja,Personlig assistent
EY-virkamies,EG-tjänsteman
Hallituspalkkioselvitys,Utredning om arvode för styrelseuppdrag
Julkisen vallan käyttäminen,Utövning av offentlig makt
Kipulääke,Smärtstillande medel
Lupa-asian ratkaisu,Avgörande i tillståndsärende
Jatkovalitusoikeus,Rätt att fullfölja besvär i högsta förvaltningsdomstolen
Päätöksen syntyminen virheellisessä järjestyksessä,I oriktig ordning tillkommet beslut
Relocation-paketti,Relocation-paket
Vedenpuhdistus,Vattenrening
Lesken oikeus kodiksi sopivaan asuntoon,Efterlevande makes rätt till lämplig bostad
Rakennusten ja rakennelmien poistoajat ja menojäännöspoistojen prosentit,Avskrivningstider för byggnader och konstruktioner samt procenttal som ska tillämpas vid avskrivning på utgiftsresten
Keskinäinen kiinteistöyhtiö,Inbördes fastighetsaktiebolag
Liikearvon luovutus,Överlåtelse av goodwill
Matkakustannukset,Resekostnader
Puoluetoiminta,Partiverksamhet
Taksin tilauskäytäntö,Förfarande vid beställning av taxi
Perustamispäätös,Beslut att inrätta ett naturskyddsområde
Hulevesi,Dagvatten
Verollista liiketoimintaa varten,Användning för skattepliktig rörelse
Muutoksenhakuviranomaisen päätös,En besvärsmyndighets beslut
Levittämisen estotoimet,Åtgärder som hindrar spridning
Ennen lain voimaantuloa kaatopaikalle sijoitetun jätteen uudelleensijoittaminen,Omplacering av avfall som deponerats på en avstjälpningsplats innan avfallsskattelagen trädde i kraft
Täydennyspyyntö,Begäran om komplettering
Asiakkaan toimintakyvyn säilyminen,Bevarande av klienters funktionsförmåga
Kiellot ja määräykset,Förbud och Förlägganden
Viivästymisen hyvittäminen viran puolesta,På tjänstens vägnar beviljad gottgörelse för dröjsmål
Viivästyskorko,Dröjsmålsränta
Verotusta koskeva asia,Ärende som gäller beskattning
Puntmaa,Puntland
Psyykkinen sairaus,Psykisk sjukdom
Kollektiivinen lisäeläketurva,Kollektivt tilläggspensionsskydd
Tandempyörä,Tandemcykel
Työpanos,Arbetsinsats
VOC-päästöt,VOC-utsläpp
Sähkönsiirto,Elöverföring
Menetys,Förlust
Kaupallisessa tarkoituksessa tapahtuva tuonti muusta jäsenvaltiosta,Kommersiell införsel från annan medlemsstat
Lapsen jaettu asuminen,Delat boende för barn
Kehitysvammalain henkilöllinen soveltamisala,Specialomsorgslagens subjektiva omfång
Luvan myöntämisperusteet,Grunder för beviljande av radiotillstånd
Kehitysvammainen,Utvecklingsstörd
Lietesäiliö,Gödselbrunn
Tekniikkariippumattomuus,Teknisk neutralitet
Kynnysarvon ylittävä hankinta,Upphandling som överstiger tröskelvärdet
Lupaehtojen tarkistaminen,Översyn av tillståndsvillkor
Peruskoulu,Grundskola
Maarakentaminen,Jordbyggnad
Kunnanhallituksen jäsen,Ledamot av kommunstyrelsen
Määräaika seurannaismuutoksen tekemiselle,Tid inom vilken följdändring ska göras
Urheilu- ja virkistyspalvelualue,Område som betjänar sport och rekreation
Suhde rikosprosessiin,Förhållande till straffprocessen
Pääomansijoitus,Kapitalplacering
Lupamääräysten riittävyys,Tillståndsbestämmelsernas tillräcklighet
Ampuminen,Skytte
Erämaa-alue,Vildmarksområde
Tapaamis- ja luonapito-oikeus,Umgängesrätt och rätt att hålla barnet hos sig
Tavaroiden myynti ammattimaisessa kansainvälisessä liikenteessä olevan vesialuksen varustamiseksi ja palvelujen myynti tällaisten vesialusten tai niiden lastin välittömiä tarpeita varten,Försäljning av varor för att utrusta ett fartyg i yrkesmässig internationell trafik samt försäljning av tjänster som direkt tillgodoser sådana fartyg eller deras last
Virheellinen ensirekisteröinti,Felaktig första registrering
Työpisteen vuokraus,Uthyrning av skrivbordsplats
Neuvotteluvelvollisuus,Förhandlingsskyldighet
Terveydenhuollon oikeusturvakeskus,Rättsskyddscentralen för hälsovården
Unionin kansalaisen perheenjäsen,Unionsmedborgares familjemedlem
Yksittäinen asiakirja,Enskild handling
Kunnallinen toimielin,Kommunalt organ
Konsernin emoyhtiö,Moderbolaget i en koncern
Ympäristövaikutusten arviointimenettely,Förfarandet vid miljökonsekvensbedömning (MKB-förfarande)
Paluumuutto,Återflyttning
Tuontirajoitus,Importbegränsning
Valtion virkamies,Statlig tjänsteman
Taksiluvan peruuttaminen,Återkallande av taxitillstånd
Määräaika tehdä palautushakemus,Tidsfrist för att ansöka om återbetalning
Kaavamääräys,Planbestämmelse
Hevosten pitäminen,Hästhållning
Varavoimakoneurakka,Reservgeneratorsentreprenad
Muun oleskelulupaperusteen tutkiminen,Prövning av annan grund för uppehållstillstånd
Alueellinen ympäristökeskus,Regional miljöcentral
Osallistuminen osakkuusyrityksen hallintoon,Delaktighet i förvaltningen av intresseföretag
Interreg-yhteisöaloiteohjelma,Gemenskapsinitiativprogrammet Interreg
Päätöksen perustelut,Beslutsmotiveringar
Hallintoluvan peruuttaminen,Återkallande av förvaltningstillstånd
Yleiskaavan ohjausvaikutus,En generalplans normativa verkan
Lentomatkustusetu,Reseförmån för flyg
Luvan tarkistamismenettely,Översyn av tillståndet
Maanomistajien tasapuolinen kohtelu,Jämlik behandling av markägare
Luontoarvo,Naturvärde
Takautuvasti myönnettävä toimeentulotuki,Utkomststöd som beviljas retroaktivt
Omistusajoneuvo,Privatägt motorfordon
Toisen maa,Annans mark
Kaavan huomioon ottaminen,Beaktande av delgeneralplan
Yleiskalastusoikeuksien rajoittaminen,Begränsning av allmänna fiskerättigheter
Rakennusvalvontaviranomainen,Byggnadstillsynsmyndighet
Oppilaaksi ottaminen,Elevantagning
Konsernin emoyhtiö,Moderbolag i koncern
Käytettävissä olevat tulot ja varat,Disponibla inkomster och tillgångar
SEUT 49 ja SEUT 56 artiklan mukainen avoimuusperiaate ja yhdenvertaisen kohtelun periaate,Transparensprincipen och principen om jämlikt bemötande i FEUF 49 och FEUF 56
Pilaantuneen alueen puhdistaminen,Sanering av förorenat område
Kustannusvastuu,Kostnadsansvar
Guernsey,Guernsey
Huomattava hyöty,Stor nytta
Investointikustannusten käsittely valvontapäätöksessä yleiskustannuslisän ja katteen osalta,Behandling i tillsynsbeslut av investeringskostnader till den del som det varit fråga om allmänna kostnader och täckningsbidrag
Vesihuolto,Vattentjänster
Ympäristölupa,Miljötillstånd
Yritysjärjestely,Omstrukturering av företag
Ryhtyminen vain osaan lakiosasta,Att ta befattning med endast en del av laglotten
Uuden vaatimuksen tekeminen verotuksen päättymisen jälkeen,Nytt yrkande efter att beskattningen har slutförts
Ulkomainen yritys,Utländskt företag
Riistanhoitoyhdistys,Jaktvårdsförening
"Avoimuuden, tarjoajien tasapuolisen ja syrjimättömän kohtelun sekä suhteellisuuden periaatteet","Principerna om öppenhet, lika behandling av anbudsgivarna och proportionalitet"
Luottoluokitusta koskeva vaatimus,Krav gällande kreditvärderingen
Jätteenpolttolaitos,Avfallsförbränningsanläggning
Satamaliikelaitos,Hamn som affärsverk
Seurannaismuutos,Följdändring
Ortodoksinen kirkko,Ortodoxa kyrkan
Rakennusjärjestys,Byggnadsordning
Elinkeinotulo,Inkomst av näringsverksamhet
Lupahakemuksen täydentäminen,Komplettering av ansökan om licens
Paikallinen tai alueellinen yhteisö,Lokal eller regional sammanslutning
Lääkevalmisteen myyntilupa,Försäljningstillstånd för läkemedelspreparat
Perusoikeusmyönteinen laintulkinta,En lagtolkning som är positiv till de grundläggande rättigheterna
Eräiden laitosten veroprosentti,Skatteprocentsatsen för vissa anläggningar
Omavastuuosuus,Självriskandel
Verkkovuokrajärjestelyn purkaminen,Upplösning av arrangemang med hyra av elnät
Metsänkäyttöilmoitus,Anmälan om användning av skog
Postimerkkien ja kirjekuorien hankintakustannukset,Kostnader för anskaffning av frimärken och kuvert
Komission asetus (EY) N:o 1342/2003,Kommissionens förordning (EG) Nr 1342/2003
Tarjoajan taloudellista ja rahoituksellista tilannetta koskeva soveltuvuusvaatimus,Lämplighetskrav som gäller en anbudsgivares ekonomiska och finansiella situation
Kilometripohjaisuus,Kilometergrund
Hankintapäätöksen poistaminen,Undanröjande av upphandlingsbeslut
Vastapäinen rakennuspaikka,Mittemot belägen byggplats
Määritelmädirektiivi,Skyddsgrundsdirektivet
Hankintamenettelyn aikana poissulkeminen,Uteslutning under upphandlingsförfarandet
Väliyhteisötulon verotus,Beskattning av inkomst från bassamfund
Siirtokelpoisuus,Överförbarhet
Tilinpäätöksen liitetiedot,Bokslutets noter
Saamelaisuuteen samaistuminen,Att identifiera sig med det samiska
Kumoaminen,Upphävande av beslut
Maan hankkiminen,Markanskaffning
Ohjausryhmä,Styrgrupp
Kielitaitoedellytyksen osoittamisen ajankohta,Tidpunkt när språkkunskapsvillkoret visats vara uppfyllt
Komission päätös,Kommissionens beslut
Uusi asuinrakennus,Nytt bostadshus
Rikollisen toiminnan vaikutus,Inverkan av brottslig verksamhet
Kiinteistöön kohdistuvan käyttöoikeuden luovuttaminen,Överlåtelse av nyttjanderätt som gäller en fastighet
Erityisen painava syy,Särskilt vägande skäl
Henkilöoikeus,Personrätt
Tietosuojadirektiivi,Dataskyddsdirektivet
Sopimuksen sitovuus,Avtalsbindning
Arviointikriteereiden huomioon ottaminen,Iakttagande av bedömningskriterier
Määräaikainen peruuttaminen,Återkallande av tillstånd för viss tid
Ajantasainen maatietous,Aktuell landinformation
Korkojen vähentäminen,Avdrag av räntor
Asiamiespakko,Skyldighet att anlita ombud
Tenojoen kalastussopimus,Överenskommelse om fiske i Tana älv
Vientituki,Exportbidrag
Huostaanotetun lapsen tapaamismenot,Utgifter för umgänge med ett omhändertaget barn
Oikeudellinen intressi,Juridiskt intresse
Translitteraatio,Translitteration
Toiminta-avustus,Verksamhetsbidrag
Yrityksen omistajanvaihdos,Ägarbyte i företag
Lapselle läheinen henkilö,Barnet närstående person
Avopuoliso,Sambo
Muutto toiseen kuntaan tehostetun palveluasumisen yksikköön,Flyttning till resurserat serviceboende i annan kommun
Tekopohjavesilaitos,Anläggning för framställning av konstgjort grundvatten
Palautuskieltoperiaate,Principen om non-refoulement (förbud mot tillbakasändning)
Kiinteistöhallintapalvelun oma käyttö,Eget bruk av fastighetsförvaltningstjänster
"Henkilö-, ympäristö- ja omaisuusvahinkojen vaara","Risk för skada på person, miljö eller egendom"
Oma toiminta,Egen verksamhet
Valtioneuvoston toimivalta,Statsrådets behörighet
Osakkeen hankintameno,Akties anskaffningsvärde anskaffningsutgift
Rakennuslupamenettely,Bygglovsförfarande
Rakentamispalvelun oma käyttö,Byggtjänster i eget bruk
Lausuminen selvityksistä,Möjlighet att uttala sin åsikt om utredningar
Sopimusperusteinen jätteenkuljetus,Avfallstransport enligt avtal
Paras käyttökelpoinen tekniikka,Bästa användbara teknik
Markkinaehtoinen neuvotteluvoima,Marknadsbaserad förhandlingsstyrka
Rakennusasia,Byggnadsärende
Toiminnan säilyminen ennallaan,Oförändrad verksamhet
Kiinteistöhallintapalvelun oma käyttö,Eget bruk av tjänster som avser fastighetsinnehav
Vakuuden asettaminen,Ställande av säkerhet
Tavarapalkinto,Varuvinst
Voimaantulosäännös,Ikraftträdandebestämmelse
Palvelujen luonne,Tjänsternas art
Pieni potilasmäärä,Ringa antal patienter
Asiaratkaisun antamatta jättäminen,Avgörande i vilket inte meddelas beslut i sak
Tavaroiden vapaa liikkuvuus,Varors fria rörlighet
Asian selvittäminen,Utredning av saken
Tietosuojalautakunnan toimivalta,Datasekretessnämndens behörighet
Korvaus aviopuolisolta,Ersättning från äkta make
Vakuus,Säkerhet
Viranomaisen korvausvelvollisuus,Myndighetens ersättningsskyldighet
Hirvi,Älg
Huomattavan markkinavoiman yritykselle asetettavat velvollisuudet,Skyldigheter för företag med betydande marknadsinflytande
Korjauskehotus,Rättelseuppmaning
Yleiset kelpoisuusvaatimukset,Allmänna behörighetsvillkor
Neuvottelusalaisuus,Överläggningssekretess
Alaikäisyysedellytys,Förutsättning om minderårighet
Rehtori,Rektor
Kilpailunrajoitus,Konkurrensbegränsning
Asian valmistelu,Beredning av ärende
Lisäkilpi,Tilläggsskylt
Metsähallitus,Fortstyrelsen
Osakkeiden luovutus edelleen,Vidareöverlåtelse av aktier
Osakepalkkion arvostamisajankohta,Värdebestämning enligt mottagningstidpunkt
Verovelvollisuusryhmä,Skattskyldighetsgrupp
Tutkimisvelvollisuus,Skyldighet att pröva ansökan
Julkisyhteisön tarjous,Offentligt samfunds anbud
Matkan pituus,Resans längd
Tietosuojavaltuutetun toimivalta,Dataombudsmannens behörighet
Jätteen polttaminen,Förbränning av avfall
Kirjanpitomenettely,Bokföringsförfarande
Sosiaali- ja terveyspalveluihin liittyvä kuljetus,Transport i anslutning till social- och hälsovårdsservice
Toinen kuolinpesä,Annat dödsbo
Toiminnan olennainen muuttaminen,Väsentlig ändring av verksamheten
Kaavamääräykset,Planläggningsbestämmelser
Perheen vakituinen asunto,Familjens stadigvarande bostad
Julkinen etu,Allmänt intresse
Vaikutukset,Konsekvenser
Omaishoitajan vapaa,Ledighet för närståendevårdare
EU:n ja ETA-alueen ulkopuolelta tuotu auto,Bil som införts från ett område utanför EU- och EES-området
Kunnan työntekijän valinta,Val av kommunanställd
Sosiaalinen media,Social media
Sähkön myyntihinta,Utförsäljningspriset för elektricitet
Ranta-alue,Strandområde
Yleispalveluvelvollisuuden asettaminen,Åläggande av skyldighet att tillhandahålla samhällsomfattande tjänster
Syyllistyminen rikokseen,Brottslighet
Päärakennuksen puuttuminen,Avsaknad av huvudbyggnad
Menettely ympäristökeskuksessa,Miljöskyddscentralens förfarande
Luontotyypin rajauspäätös,Beslut om avgränsning av naturtyp
Serbia,Serbien
Lääkärintodistus,Läkarintyg
Ammatillisen toimintakyvyn ja terveydentilan selvittämistä koskeva velvoite,Skyldighet att utreda förmåga att vara verksam som yrkesutbildad person inom hälso- och sjukvården
Yhteisvaikutus muiden hankkeiden kanssa,Sammantagen verkan av olika projekt
Kattilan sijoittaminen,Placering av panna
Haitta,Men
Vesienkäsittelyrakenne,Vattenbehandlingsanläggning
Talviajoharjoittelu,Vinterkörningsövning
